survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
WQJUN25,B3,6/3/2025,11:22:00,11:37:00,KAO,40.9185,-73.6435,NA,00,0,0,EXO 1314,NA,R,R,17.2,16.7,2.4,11222,Altabet: 15/16,1,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",7.66,B3B,12.2,B,11:28:00,13.9,26.39,7.66,7.85,1.58,2.06,4.94,NA,NA,NA,WQJUN25_B3B,NA,8081.3,2170.5,3297.1,8109.6,2200.8,3322.7,28.300000000000185,30.300000000000185,25.59999999999991,357.8,383.1,12.2,8.9,5.6,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron,other",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,H4,5/7/2025,12:46:00,13:05:00,CAC,41.102,-72.93366667,NA,01,5,1,EXO 1314,NA,R,R,23.8,23.7,3.5,124640,Altabet: 33/34,1,"S,B",Y,Y,NA,NA,NA,"H4B, H4S, H4SS",9.29,H4S,2,S,12:56:00,11.13,27.39,9.93,8.12,0.52,1.63,1.1,NA,NA,NA,WQMAY25_H4S,NA,79290.4,20142.6,31641.1,79762.7,20620.1,32088,472.3000000000029,477.5,446.90000000000146,5970.8,6036.6,19,14.7,10.4,6.3,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,B3,1/30/2025,12:09:00,12:27:00,KAO,40.91833333333334,-73.64233333,NA,00,0,2,EXO 1313,NA,R,R,19.3,19.4,1.2,120855,"Altabet: 7/8, #2",1,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",11.99,B3SS,0.5,SS,12:21,1.58,28.2,12.69,8.27,6.64,2.31,3.99,NA,NA,NA,WQFEB25_B3SS,Flowmeters A& B likely frozen,70468.3,11220.8,20263.5,70498.3,11292.3,20655.1,30,71.5,391.59999999999854,379.3,903.9,14.6,10.3,6.3,2,NA,NA,NA,NA,NA,NA,20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,C1,6/3/2025,13:16:00,13:25:00,KAO,40.95633333333333,-73.57933333,NA,00,0,0,EXO 1314,NA,R,R,18.3,17.8,2.3,131626,"Altabet: 19/20  #4
Two recreational fishing boats on station",3,"S,B",Y,Y,NA,NA,NA,"C1B, C1S",7.77,C1B,13.4,B,13:21:00,13.48,26.51,7.77,7.86,1.06,1.98,4.08,NA,NA,NA,WQJUN25_C1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,H6,5/7/2025,12:01:00,12:15:00,CAC,41.02583333333333,-72.9125,NA,01,10,1,EXO 1314,NA,R,R,39.8,39.9,2.5,120148,Altabet: 31/32,1,NA,NA,NA,NA,NA,NA,"H6B, H6S",9.22,H6S,2,S,12:12:00,11.35,27.07,9.81,8.11,0.7,1.72,1.23,NA,NA,NA,WQMAY25_H6S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,C1,1/30/2025,12:58:00,13:06:00,KAO,40.95516666666666,-73.57683333,NA,01,50,2,EXO 1313,NA,R,R,20.1,20.3,1.2,125548,Altabet: 9/10,1,"S,B",Y,Y,C1S-DUP,NA,NA,"C1B, C1S, C1SS",11.77,C1SS,0.5,SS,:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQFEB25_C1SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,C2,6/3/2025,10:18:00,10:30:00,KAO,40.983666666666664,-73.50216667,NA,00,0,0,EXO 1314,NA,R,R,31.7,31.2,4,101752,Altabet: 13/14,1,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",7.69,C2B,27,B,10:25:00,12.69,26.7,7.69,7.85,0.69,1.94,6.24,NA,NA,NA,WQJUN25_C2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,F3,5/7/2025,10:47:00,11:01:00,CAC,41.01716666666667,-73.14483333,NA,01,65,1,EXO 1314,NA,R,R,40.5,40.4,2.8,104710,"Altabet: 29/30, #8",1,NA,NA,NA,NA,NA,NA,"F3B, F3S",9.03,F3S,2,S,10:58:00,10.88,26.99,9.75,8.1,0.68,1.78,1.14,NA,NA,NA,WQMAY25_F3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,C2,1/30/2025,13:35:00,13:47:00,KAO,40.983666666666664,-73.50133333,NA,01,75,2,EXO 1313,NA,R,R,32.8,33.3,1.3,133322,Altabet: 11/12,1,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",11.44,C2SS,0.5,SS,13:44,2.21,28.54,11.73,8.07,6.24,2.11,4.78,NA,NA,NA,WQFEB25_C2SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,D3,6/3/2025,14:15:00,14:41:00,KAO,40.99333333333333,-73.4105,NA,00,0,0,EXO 1314,NA,R,R,38.3,38.7,3.4,141520,"Altabet: 21/22, #5",3,"S,B",Y,Y,NA,NA,NA,"D3B, D3S",7.77,D3B,33.2,B,14:22:00,12.5,26.8,7.77,7.85,0.73,2.06,2.82,NA,NA,NA,WQJUN25_D3B,NA,8109.6,2200.8,3322.7,8174.4,2280.2,3376.9,64.79999999999927,79.39999999999964,54.20000000000027,819.2,1003.8,33.2,26.9,20.9,14.5,8.2,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,15,5/7/2025,10:00:00,10:09:00,CAC,40.93083333333333,-73.22166667,NA,01,70,1,EXO 1314,NA,R,R,16.2,15.9,2,100046,"Altabet: 27/28, #8",1,"S,B",Y,Y,15B-DUP,NA,NA,"15B, 15S",8.97,15S,2,S,10:07:00,11.18,26.94,9.41,8.03,2.23,1.88,2.25,NA,NA,NA,WQMAY25_15S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,F2,6/4/2025,8:06:00,8:22:00,KAO,41.0805,-73.167,NA,04,100,0,EXO 1314,NA,R,R,20.5,20.1,3.1,080612,Altabet: 23/24,1,"S,B",Y,Y,NA,NA,NA,"F2B, F2S",7.71,F2B,15.4,B,8:13:00,12.58,26.76,7.71,7.78,0.78,1.94,5.13,NA,NA,NA,WQJUN25_F2B,Extra niskin in composite. Bottle tripped at unknown depth,8174.5,2280.2,3377,8214.1,2322,3414.1,39.60000000000037,41.80000000000018,37.09999999999991,500.6,528.4,15.4,11.3,6.8,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,E1,5/7/2025,9:06:00,9:20:00,CAC,41.0195,-73.291,NA,01,90,1,EXO 1314,NA,R,R,38.7,38.8,2.7,090726,"Altabet: 25/26, #7",1,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, BLANK B, E1S-DUP",9.1,E1S,2,S,9:17:00,11.05,27.05,9.76,8.11,1.29,1.76,1.27,NA,NA,NA,WQMAY25_E1S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,15,6/4/2025,9:59:00,10:07:00,KAO,40.93083333333333,-73.2205,NA,04,100,0,EXO 1314,NA,R,R,15.9,15.2,2.5,095814,Altabet: 27/28,1,"S,B",Y,Y,NA,NA,NA,"15B, 15S",8.04,15B,10.7,B,10:03:00,14.72,26.33,8.04,7.88,1.5,1.96,3.92,NA,NA,NA,WQJUN25_15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,F2,5/7/2025,8:06:00,8:24:00,CAC,41.080333333333336,-73.1655,NA,01,80,1,EXO 1314,NA,R,R,20.7,20.5,2,080716,Altabet: 23/24,4,"S,B",Y,Y,NA,NA,NA,"F2B, F2S, F2SS",9.12,F2S,2,S,8:16:00,12.4,26.64,9.21,8.02,1.37,1.98,3.44,NA,NA,NA,WQMAY25_F2S,NA,78880.9,19740.9,31277.9,79270.3,20142.6,31641.7,389.40000000000873,401.6999999999971,363.7999999999993,4922.8,5078.3,15.9,11.5,7.1,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,F3,6/4/2025,10:45:00,10:59:00,KAO,41.018,-73.1425,NA,04,100,0,EXO 1314,NA,R,R,40.3,40,2.7,NA,Altabet: 29/30 #7,1,NA,NA,NA,NA,NA,NA,"F3B, F3S",7.76,F3B,35.4,B,10:53:00,12.05,27.09,7.76,7.86,1.01,2.03,2.01,NA,NA,NA,WQJUN25_F3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,J2,6/2/2025,10:51:00,11:01:00,KAO,41.18233333333333,-72.45583333,NA,00,0,1,EXO 1314,NA,R,R,15.3,12.8,3,105132,"Altabet: 5/6, #2
SOG 1.2 kts",2,NA,NA,NA,NA,NA,NA,"J2B, J2S, J2SS",8.66,J2S,2,S,10:58:00,13.26,27.37,8.86,8.01,0.57,1.86,1.68,NA,NA,NA,WQJUN25_J2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,H6,6/4/2025,12:00:00,12:14:00,KAO,41.025666666666666,-72.91333333,NA,04,100,1,EXO 1314,NA,R,R,40.3,39.8,3.5,120020,"Altabet: 31/32, #8",1,NA,NA,NA,NA,NA,NA,"H6B, H6S",7.56,H6B,36.2,B,12:08:00,11.75,27.15,7.56,7.85,0.54,2.02,2.46,NA,NA,NA,WQJUN25_H6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,I2,6/2/2025,12:07:00,12:25:00,KAO,41.138333333333335,-72.65516667,NA,01,50,1,EXO 1314,NA,R,R,26.8,26.4,3.2,120647,Altabet: 7/8,3,"S,B",Y,Y,I2B-DUP,NA,Switched duplicate to I2 B due to a lab accident resulting in not enough surface water.,"I2B, I2S, I2SS",8.44,I2S,2,S,12:16:00,14.33,26.81,8.81,8,0.49,1.77,1.82,NA,NA,NA,WQJUN25_I2S,Two surface (2.0 m) went into the composite accidentally,80263.8,21147.9,32483.9,80812.6,2170.5,32970.6,548.8000000000029,18977.4,486.6999999999971,6937.9,239912.3,21.8,16.9,12.2,7.6,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,H4,6/4/2025,12:51:00,13:08:00,KAO,41.10216666666667,-72.93433333,NA,04,100,1,EXO 1314,NA,R,R,23.6,23.1,3.3,125059,"Altabet: 33/34, #9",2,"S,B",Y,Y,NA,NA,NA,"H4B, H4S",8.09,H4B,18.6,B,12:57:00,12.93,27.01,8.09,7.9,1.14,1.92,3.92,NA,NA,NA,WQJUN25_H4B,NA,8214.1,2322,3144.1,8258.4,2362.3,3447.6,44.29999999999927,40.30000000000018,303.5,560,509.5,18.6,14.5,10.2,6.2,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,H2,6/2/2025,13:56:00,14:03:00,KAO,41.1785,-72.96033333,NA,01,10,3,EXO 1314,NA,R,R,14.5,13.8,2.8,135522,Altabet: 9/10,3,NA,NA,NA,NA,NA,NA,"H2B, H2S",8.08,H2S,2,S,14:02:00,14.92,26.57,8.98,7.99,0.4,1.82,1.36,NA,NA,NA,WQJUN25_H2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,H2,5/5/2025,14:05:00,14:16:00,KAO,41.178,-72.96283333,NA,05,100,3,EXO 1314,NA,R,R,13.5,13.5,2,140518,Altabet: 9/10,3,NA,NA,NA,NA,NA,NA,"H2B, H2S",9.86,H2B,8.5,B,14:10:00,11.2,27.64,9.86,8.05,1.34,1.72,1.91,NA,NA,NA,WQMAY25_H2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,K2,6/2/2025,6:55:00,7:19:00,KAO,41.23383333333334,-72.2615,NA,00,0,1,EXO 1314,NA,R,R,37,37.4,3,065721,Altabet: 1/2,1,"S,B",Y,Y,NA,NA,NA,"K2B, K2S",8.43,K2S,2,S,7:09:00,13.07,26.94,8.89,7.96,0.76,2.5,1.65,NA,NA,NA,WQJUN25_K2S,Extra bottle in composite. One double tripped at unknown depth,79762.8,20619.5,32094.7,80263.7,21147.6,32483.1,500.8999999999942,528.0999999999985,388.3999999999978,6332.4,6676.2,32,26.7,20.7,14.5,8.6,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B,S",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,I2,5/5/2025,12:18:00,12:35:00,KAO,41.13783333333333,-72.65633333,NA,05,100,2,EXO 1314,NA,R,R,27,26.6,2.6,121836,"Altabet: 7/8, #3",2,"S,B",Y,Y,NA,NA,NA,"I2B, I2S, I2SS",9.75,I2B,21.5,B,12:24:00,9.65,27.8,9.75,8.03,0.82,1.72,3.02,NA,NA,NA,WQMAY25_I2B,NA,77246.6,18078.1,29719.9,77799.4,18646.3,30262.4,552.7999999999884,568.2000000000007,542.5,6988.5,7183.2,21.2,16.4,10.7,6.3,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,100,NA,NA,NA,NA,100,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,M3,6/2/2025,8:04:00,8:18:00,KAO,41.23616666666667,-72.0565,NA,00,0,1,EXO 1314,NA,R,R,41.8,60.6,3.3,080256,"Altabet: 3/4, #1",1,NA,NA,NA,NA,NA,NA,"M3B, M3S, M3SS, BLANK C, M3S-DUP",8.43,M3S,2,S,8:15:00,12.78,29.21,8.68,7.96,0.7,1.53,1.62,NA,NA,NA,WQJUN25_M3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAY25,J2,5/5/2025,11:02:00,11:13:00,KAO,41.182,-72.45766667,NA,06,100,2,EXO 1314,NA,R,R,16.8,15.1,2.6,110220,"Altabet: 5/6, #2",3,NA,NA,NA,NA,NA,NA,"J2B, J2S, J2SS",9.91,J2B,11.7,B,11:08:00,9.21,28.91,9.91,8.04,0.62,1.58,2.3,NA,NA,NA,WQMAY25_J2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAY25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,09,6/3/2025,9:06:00,9:13:00,KAO,41.07083333333333,-73.33633333,NA,00,0,0,EXO 1314,NA,R,R,9.8,9.2,4.3,090547,Altabet: 11/12,1,"S,B",Y,Y,NA,NA,NA,"09B, 09S",8.02,09S,2,S,9:11:00,14.36,26.3,8.18,7.83,0.59,2.04,1.27,NA,NA,NA,WQJUN25_09S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,K2,3/4/2025,7:01:00,7:20:00,KAO,41.23533333333334,-72.26283333,NA,01,0,2,EXO 1313,NA,R,R,35.5,36.8,2.6,070026,"Altabet: 1/2, DO calibration issues, returning negative numbers. fDOM and chla not recorded on FDS.",2,"S,B",Y,Y,NA,NA,NA,"K2B, K2S",NA,K2B,32,B,7:07:00,2.86,34.58,NA,8,NA,NA,NA,NA,NA,NA,WQMAR25_K2B,Extra bottle in composite. Double tripped on unknown depth.,71235.3,12180.8,23367.4,71696.6,12512.3,23922,461.3000000000029,331.5,554.5999999999985,5831.8,4190.8,32.2,26.3,20.6,14.3,8.5,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,A4,6/3/2025,12:12:00,12:23:00,KAO,40.873,-73.73483333,NA,00,0,0,EXO 1314,NA,R,R,30.3,31.7,1.8,121126,"Altabet: 17/18, #3
Lots of boaters, recreational fishing, some party boats",1,"S,B",Y,Y,NA,NA,NA,"A4B, A4S, A4SS, BLANK A, A4S-DUP",7.46,A4S,2,S,12:20:00,16.27,24.89,8.55,7.89,4.48,2.92,3.08,NA,NA,NA,WQJUN25_A4S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,M3,3/4/2025,8:10:00,8:23:00,KAO,41.23716666666667,-72.05016667,NA,02,100,2,EXO 1313,NA,R,R,41.1,74.7,3.6,080958,"Altabet: 3/4 #1, DO calibration issues, returning negative numbers",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, M3SS, BLANK C, M3S-DUP",NA,M3B,40.1,B,8:17:00,3.03,35.42,NA,8.03,0.78,1.3,0.48,NA,NA,",",WQMAR25_M3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQJUN25,B3,6/3/2025,11:22:00,11:37:00,KAO,40.9185,-73.6435,NA,00,0,0,EXO 1314,NA,R,R,17.2,16.7,2.4,11222,Altabet: 15/16,1,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",7.66,B3S,2,S,11:30:00,15.8,25.59,8.93,8.01,3.47,2.46,2.08,NA,NA,NA,WQJUN25_B3S,NA,8081.3,2170.5,3297.1,8109.6,2200.8,3322.7,28.300000000000185,30.300000000000185,25.59999999999991,357.8,383.1,12.2,8.9,5.6,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron,other",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQJUN25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,E1,1/29/2025,8:59:00,9:10:00,KAO,41.0205,-73.29083333,NA,01,40,3,EXO 1313,NA,R,R,39.5,40.5,1.5,085805,Altabet: 1/2,3,"S,B",Y,Y,NA,NA,NA,"E1B, E1S, E1SS, E1S-DUP",11.48,E1S-DUP,2,S,9:08,2.22,28.57,11.83,8.01,5.01,2.1,NA,NA,NA,NA,WQFEB25_E1S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
